,,high,neutral,low,average
ADORA2A,ENSG00000128271.15,6.0,83.0,33.0,-0.09238524590163932
ADORA2B,ENSG00000170425.3,6.0,57.0,59.0,-0.14520491803278698
ADORA3,ENSG00000121933.13,10.0,89.0,23.0,-0.030475409836065573
ADPGK,ENSG00000159322.13,4.0,96.0,22.0,-0.07012295081967213
ADPRH,ENSG00000144843.7,17.0,98.0,7.0,0.08148360655737705
ADPRHL1,ENSG00000153531.8,17.0,68.0,37.0,0.03549180327868851
ADPRHL2,ENSG00000116863.10,9.0,84.0,29.0,-0.03518032786885246
ADPRM,ENSG00000170222.10,3.0,54.0,65.0,-0.22156557377049185
ADRA1A,ENSG00000120907.13,13.0,48.0,61.0,-0.1495
ADRA1B,ENSG00000170214.3,9.0,94.0,19.0,-0.0048852459016393525
ADRA1D,ENSG00000171873.6,21.0,93.0,8.0,0.08007377049180331
ADRA2A,ENSG00000150594.5,4.0,95.0,23.0,-0.04995081967213116
ADRA2B,ENSG00000222040.3,13.0,96.0,13.0,0.05870491803278687
ADRA2C,ENSG00000184160.6,3.0,83.0,36.0,-0.10430327868852457
ADRB1,ENSG00000043591.4,1.0,98.0,23.0,-0.06354918032786885
ADRB2,ENSG00000169252.4,12.0,92.0,18.0,0.034106557377049186
ADRB3,ENSG00000188778.3,35.0,56.0,31.0,0.32821311475409853
ADRBK1,ENSG00000173020.6,19.0,92.0,11.0,0.11530327868852462
ADRBK2,ENSG00000100077.9,6.0,81.0,35.0,-0.10797540983606557
ADRM1,ENSG00000130706.8,37.0,84.0,1.0,0.2699508196721312
ADSL,ENSG00000239900.6,7.0,78.0,37.0,-0.11398360655737705
ADSS,ENSG00000035687.9,75.0,44.0,3.0,0.46768032786885255
ADSSL1,ENSG00000185100.6,8.0,87.0,27.0,-0.03507377049180327
ADTRP,ENSG00000111863.8,21.0,91.0,10.0,0.094844262295082
AEBP1,ENSG00000106624.4,24.0,93.0,5.0,0.12531147540983611
AEBP2,ENSG00000139154.10,15.0,96.0,11.0,0.10566393442622946
AEN,ENSG00000181026.13,11.0,91.0,20.0,-0.027868852459016397
AES,ENSG00000104964.10,7.0,90.0,25.0,-0.06959836065573774
AFAP1,ENSG00000196526.6,2.0,83.0,37.0,-0.11642622950819671
AFAP1L1,ENSG00000157510.9,12.0,91.0,19.0,0.020868852459016388
AFAP1L2,ENSG00000169129.10,3.0,96.0,23.0,-0.055426229508196735
AFF1,ENSG00000172493.16,4.0,95.0,23.0,-0.07416393442622952
AFF3,ENSG00000144218.13,14.0,94.0,14.0,0.02172131147540983
AFF4,ENSG00000072364.8,7.0,88.0,27.0,-0.036885245901639344
AFG3L1P,ENSG00000223959.4,7.0,49.0,66.0,-0.22863114754098357
AFG3L2,ENSG00000141385.5,11.0,83.0,28.0,-0.021385245901639333
AFM,ENSG00000079557.3,15.0,92.0,15.0,0.07982786885245902
AFMID,ENSG00000183077.11,30.0,74.0,18.0,0.14700819672131138
AFP,ENSG00000081051.3,14.0,93.0,15.0,0.07225409836065572
AFTPH,ENSG00000119844.10,11.0,101.0,10.0,0.03927868852459015
AGA,ENSG00000038002.4,7.0,91.0,24.0,-0.06950819672131146
AGAP1,ENSG00000157985.12,8.0,92.0,22.0,-0.024122950819672126
AGAP10,ENSG00000204172.7,14.0,89.0,19.0,0.04095901639344261
AGAP11,ENSG00000151303.11,5.0,96.0,21.0,-0.04205737704918031
AGAP2,ENSG00000135439.7,7.0,99.0,16.0,0.018868852459016396
AGAP3,ENSG00000133612.14,19.0,88.0,15.0,0.08361475409836064
AGAP4,ENSG00000188234.9,14.0,89.0,19.0,0.04095901639344261
AGAP5,ENSG00000172650.8,8.0,91.0,23.0,-0.021336065573770498
AGAP6,ENSG00000204149.5,12.0,91.0,19.0,0.03868032786885244
AGAP7,ENSG00000204169.6,12.0,89.0,21.0,0.02557377049180329
AGAP8,ENSG00000174194.11,12.0,89.0,21.0,0.02557377049180329
AGAP9,ENSG00000198035.9,14.0,89.0,19.0,0.04095901639344261
AGBL1,ENSG00000166748.8,7.0,91.0,24.0,-0.054745901639344265
AGBL2,ENSG00000165923.11,12.0,92.0,18.0,-0.016704918032786877
AGBL3,ENSG00000146856.10,26.0,88.0,8.0,0.17109836065573775
AGBL4,ENSG00000186094.12,10.0,87.0,25.0,-0.0006475409836065438
AGBL5,ENSG00000084693.11,12.0,96.0,14.0,-0.0010901639344262264
AGER,ENSG00000204305.9,22.0,93.0,7.0,0.1477377049180328
AGFG1,ENSG00000173744.12,6.0,88.0,28.0,-0.07502459016393441
AGFG2,ENSG00000106351.8,22.0,88.0,12.0,0.09972950819672131
AGGF1,ENSG00000164252.8,8.0,83.0,31.0,-0.07718032786885246
AGK,ENSG00000006530.11,20.0,88.0,14.0,0.07748360655737703
AGL,ENSG00000162688.11,9.0,85.0,28.0,-0.05010655737704916
AGMAT,ENSG00000116771.5,1.0,75.0,46.0,-0.1802540983606558
AGMO,ENSG00000187546.9,23.0,91.0,8.0,0.1388688524590164
AGO1,ENSG00000092847.6,9.0,83.0,30.0,-0.039762295081967214
AGO2,ENSG00000123908.7,60.0,55.0,7.0,0.5717213114754097
AGO3,ENSG00000126070.14,9.0,83.0,30.0,-0.04259836065573769
AGO4,ENSG00000134698.10,8.0,83.0,31.0,-0.05068032786885245
AGPAT1,ENSG00000204310.6,22.0,93.0,7.0,0.1477377049180328
AGPAT2,ENSG00000169692.8,9.0,92.0,21.0,-0.035459016393442615
AGPAT3,ENSG00000160216.14,10.0,100.0,12.0,0.018672131147540988
AGPAT4,ENSG00000026652.9,11.0,83.0,28.0,-0.017409836065573777
AGPAT5,ENSG00000155189.7,14.0,48.0,60.0,-0.17002459016393442
AGPAT6,ENSG00000158669.7,43.0,54.0,25.0,0.3071639344262297
AGPAT9,ENSG00000138678.6,5.0,95.0,22.0,-0.0711065573770492
AGPS,ENSG00000018510.8,8.0,98.0,16.0,0.012827868852459021
AGR2,ENSG00000106541.7,25.0,91.0,6.0,0.149
AGR3,ENSG00000173467.4,25.0,91.0,6.0,0.149
AGRN,ENSG00000188157.9,24.0,50.0,48.0,-0.06902459016393443
AGRP,ENSG00000159723.4,7.0,48.0,67.0,-0.23014754098360657
AGT,ENSG00000135744.7,79.0,41.0,2.0,0.4949344262295081
AGTPBP1,ENSG00000135049.11,6.0,91.0,25.0,-0.05669672131147543
AGTR1,ENSG00000144891.13,29.0,89.0,4.0,0.20165573770491801
AGTRAP,ENSG00000177674.11,1.0,78.0,43.0,-0.1649590163934426
AGXT,ENSG00000172482.4,4.0,95.0,23.0,-0.05318852459016392
AGXT2,ENSG00000113492.9,26.0,90.0,6.0,0.15184426229508194
AHCTF1,ENSG00000153207.10,74.0,42.0,6.0,0.45383606557377054
AHCY,ENSG00000101444.8,31.0,88.0,3.0,0.17322131147540984
AHCYL1,ENSG00000168710.13,10.0,91.0,21.0,-0.026713114754098353
AHCYL2,ENSG00000158467.12,21.0,87.0,14.0,0.0710819672131147
AHDC1,ENSG00000126705.8,1.0,72.0,49.0,-0.1914918032786885
AHI1,ENSG00000135541.16,15.0,85.0,22.0,0.03303278688524591
AHNAK,ENSG00000124942.9,13.0,88.0,21.0,-0.01942622950819671
AHNAK2,ENSG00000185567.6,8.0,87.0,27.0,-0.037360655737704904
AHR,ENSG00000106546.8,26.0,90.0,6.0,0.15475409836065573
AHRR,ENSG00000063438.12,22.0,94.0,6.0,0.12715573770491798
AHSA1,ENSG00000100591.3,3.0,84.0,35.0,-0.09089344262295079
AHSA2,ENSG00000173209.17,12.0,95.0,15.0,0.012836065573770497
AHSG,ENSG00000145192.8,22.0,90.0,10.0,0.10158196721311477
AHSP,ENSG00000169877.5,33.0,82.0,7.0,0.21143442622950812
AICDA,ENSG00000111732.6,16.0,92.0,14.0,0.057770491803278694
AIDA,ENSG00000186063.8,77.0,43.0,2.0,0.4948278688524589
AIF1,ENSG00000204472.8,22.0,93.0,7.0,0.1477377049180328
AIF1L,ENSG00000126878.8,6.0,87.0,29.0,-0.0739016393442623
AIFM2,ENSG00000042286.10,7.0,94.0,21.0,-0.014106557377049182
AIFM3,ENSG00000183773.11,7.0,76.0,39.0,-0.09628688524590168
AIG1,ENSG00000146416.12,14.0,85.0,23.0,0.031008196721311478
AIM1,ENSG00000112297.10,16.0,80.0,26.0,0.02107377049180327
AIM1L,ENSG00000176092.9,2.0,74.0,46.0,-0.17436885245901643
AIM2,ENSG00000163568.9,88.0,34.0,0.0,0.6042377049180326
AIMP1,ENSG00000164022.12,3.0,99.0,20.0,-0.030360655737704908
AIMP2,ENSG00000106305.5,22.0,90.0,10.0,0.08040163934426232
AIP,ENSG00000110711.4,19.0,93.0,10.0,0.14627049180327859
AIPL1,ENSG00000129221.10,3.0,54.0,65.0,-0.21761475409836062
AIRE,ENSG00000160224.12,10.0,99.0,13.0,0.018598360655737705
AIRN,ENSG00000268257.1,12.0,83.0,27.0,-0.016606557377049174
AJAP1,ENSG00000196581.6,1.0,79.0,42.0,-0.16487704918032786
AJUBA,ENSG00000129474.11,10.0,85.0,27.0,-0.005606557377049183
AK1,ENSG00000106992.13,8.0,87.0,27.0,-0.06137704918032788
AK2,ENSG00000004455.12,5.0,85.0,32.0,-0.08236885245901639
AK3,ENSG00000147853.12,9.0,81.0,32.0,-0.035163934426229525
AK4,ENSG00000162433.10,8.0,94.0,20.0,-0.03314754098360657
AK5,ENSG00000154027.14,10.0,91.0,21.0,-0.011786885245901647
AK7,ENSG00000140057.4,5.0,87.0,30.0,-0.042688524590163944
AK8,ENSG00000165695.5,6.0,89.0,27.0,-0.07775409836065579
AK9,ENSG00000155085.11,16.0,79.0,27.0,0.02010655737704918
AKAP1,ENSG00000121057.8,28.0,75.0,19.0,0.12766393442622945
AKAP10,ENSG00000108599.10,12.0,62.0,48.0,-0.08835245901639346
AKAP11,ENSG00000023516.7,6.0,71.0,45.0,-0.1455
AKAP12,ENSG00000131016.12,15.0,80.0,27.0,0.0071557377049180325
AKAP13,ENSG00000170776.15,9.0,89.0,24.0,-0.05227868852459017
AKAP2,ENSG00000241978.5,2.0,98.0,22.0,-0.06564754098360655
AKAP3,ENSG00000111254.3,17.0,94.0,11.0,0.15706557377049166
AKAP5,ENSG00000179841.7,2.0,85.0,35.0,-0.0954098360655738
AKAP6,ENSG00000151320.6,11.0,86.0,25.0,0.009770491803278686
AKAP7,ENSG00000118507.11,15.0,84.0,23.0,0.024860655737704938
AKAP8,ENSG00000105127.3,15.0,97.0,10.0,0.0955081967213115
AKAP8L,ENSG00000011243.12,16.0,96.0,10.0,0.0802459016393443
AKAP9,ENSG00000127914.12,25.0,87.0,10.0,0.14563114754098355
AKIP1,ENSG00000166452.7,6.0,83.0,33.0,-0.0957622950819672
AKIRIN1,ENSG00000174574.11,11.0,81.0,30.0,-0.034540983606557364
AKIRIN2,ENSG00000135334.7,11.0,82.0,29.0,-0.05765573770491806
AKNA,ENSG00000106948.12,4.0,97.0,21.0,-0.04491803278688524
AKNAD1,ENSG00000162641.14,6.0,89.0,27.0,-0.08447540983606555
AKR1A1,ENSG00000117448.9,10.0,87.0,25.0,-0.0073278688524590005
AKR1B1,ENSG00000085662.9,26.0,87.0,9.0,0.16139344262295083
AKR1B10,ENSG00000198074.5,26.0,88.0,8.0,0.17196721311475416
AKR1B15,ENSG00000227471.4,26.0,88.0,8.0,0.1715819672131148
AKR1C1,ENSG00000187134.8,34.0,79.0,9.0,0.2673770491803278
AKR1C2,ENSG00000151632.12,33.0,80.0,9.0,0.2637786885245901
AKR1C3,ENSG00000196139.7,34.0,79.0,9.0,0.2695819672131147
AKR1C4,ENSG00000198610.6,35.0,78.0,9.0,0.2724754098360655
AKR1C7P,ENSG00000215267.4,35.0,78.0,9.0,0.2724754098360655
AKR1CL1,ENSG00000196326.6,35.0,78.0,9.0,0.27490163934426226
AKR1D1,ENSG00000122787.10,23.0,91.0,8.0,0.13170491803278683
AKR1E2,ENSG00000165568.13,33.0,79.0,10.0,0.26440163934426214
AKR7A2,ENSG00000053371.8,5.0,72.0,45.0,-0.13203278688524592
AKR7A3,ENSG00000162482.4,5.0,72.0,45.0,-0.13203278688524592
AKR7L,ENSG00000211454.9,5.0,72.0,45.0,-0.13203278688524592
AKT1,ENSG00000142208.11,8.0,87.0,27.0,-0.03507377049180327
AKT1S1,ENSG00000204673.6,13.0,82.0,27.0,0.006254098360655733
AKT2,ENSG00000105221.12,15.0,89.0,18.0,0.06392622950819671
AKT3,ENSG00000117020.12,74.0,45.0,3.0,0.4633442622950821
AKTIP,ENSG00000166971.11,13.0,56.0,53.0,-0.1429098360655738
ALAD,ENSG00000148218.11,3.0,96.0,23.0,-0.0596967213114754
ALAS1,ENSG00000023330.10,4.0,83.0,35.0,-0.09589344262295085
ALB,ENSG00000163631.12,13.0,94.0,15.0,0.06849999999999998
ALCAM,ENSG00000170017.8,19.0,97.0,6.0,0.1198852459016394
ALDH16A1,ENSG00000161618.5,14.0,89.0,19.0,0.054180327868852456
ALDH18A1,ENSG00000059573.4,4.0,100.0,18.0,-0.027860655737704902
ALDH1A1,ENSG00000165092.8,7.0,95.0,20.0,-0.024803278688524583
ALDH1A2,ENSG00000128918.10,3.0,94.0,25.0,-0.07495081967213109
ALDH1A3,ENSG00000184254.11,12.0,93.0,17.0,-0.0015901639344262286
ALDH1B1,ENSG00000137124.6,6.0,91.0,25.0,-0.03425409836065575
ALDH1L1,ENSG00000144908.9,18.0,95.0,9.0,0.09249180327868851
ALDH1L2,ENSG00000136010.9,4.0,103.0,15.0,-0.0185327868852459
ALDH2,ENSG00000111275.8,3.0,95.0,24.0,-0.0695655737704918
ALDH3A1,ENSG00000108602.13,10.0,60.0,52.0,-0.09757377049180327
ALDH3A2,ENSG00000072210.14,9.0,61.0,52.0,-0.1095737704918033
ALDH3B1,ENSG00000006534.11,21.0,91.0,10.0,0.1664836065573769
ALDH3B2,ENSG00000132746.10,23.0,89.0,10.0,0.18603278688524577
ALDH4A1,ENSG00000159423.12,2.0,75.0,45.0,-0.16181967213114754
ALDH5A1,ENSG00000112294.8,19.0,95.0,8.0,0.0748688524590164
ALDH6A1,ENSG00000119711.8,3.0,82.0,37.0,-0.09141803278688522
ALDH7A1,ENSG00000164904.11,9.0,88.0,25.0,-0.03390983606557376
ALDH8A1,ENSG00000118514.9,14.0,84.0,24.0,0.014213114754098359
ALDH9A1,ENSG00000143149.8,85.0,37.0,0.0,0.5409016393442623
ALDOA,ENSG00000149925.12,34.0,80.0,8.0,0.25038524590163935
ALDOB,ENSG00000136872.12,5.0,97.0,20.0,-0.02697540983606557
ALDOC,ENSG00000109107.9,23.0,70.0,29.0,0.13852459016393445
ALG1,ENSG00000033011.7,33.0,80.0,9.0,0.16651639344262287
ALG10,ENSG00000139133.2,19.0,93.0,10.0,0.13840983606557383
ALG10B,ENSG00000175548.4,19.0,93.0,10.0,0.13840983606557383
ALG11,ENSG00000253710.1,9.0,67.0,46.0,-0.12445081967213116
ALG12,ENSG00000182858.8,7.0,78.0,37.0,-0.09431147540983606
ALG14,ENSG00000172339.8,9.0,89.0,24.0,-0.03737704918032787
ALG1L,ENSG00000189366.5,17.0,96.0,9.0,0.08460655737704917
ALG1L13P,ENSG00000253981.1,14.0,47.0,61.0,-0.16878688524590166
ALG1L2,ENSG00000251287.4,17.0,97.0,8.0,0.09143442622950818
ALG2,ENSG00000119523.8,4.0,96.0,22.0,-0.05002459016393442
ALG3,ENSG00000214160.5,21.0,92.0,9.0,0.10004098360655737
ALG5,ENSG00000120697.4,8.0,73.0,41.0,-0.10152459016393442
ALG6,ENSG00000088035.11,9.0,92.0,21.0,-0.04681967213114754
ALG8,ENSG00000159063.8,17.0,88.0,17.0,0.21209016393442615
ALG9,ENSG00000086848.10,4.0,67.0,51.0,-0.1810737704918033
ALK,ENSG00000171094.11,14.0,95.0,13.0,0.03209836065573773
ALKBH1,ENSG00000100601.5,3.0,84.0,35.0,-0.09013114754098359
ALKBH2,ENSG00000189046.6,3.0,99.0,20.0,-0.053516393442622934
ALKBH3,ENSG00000166199.8,15.0,90.0,17.0,0.031385245901639346
ALKBH4,ENSG00000160993.3,23.0,83.0,16.0,0.08990163934426229
ALKBH5,ENSG00000091542.8,9.0,63.0,50.0,-0.10530327868852464
ALKBH6,ENSG00000239382.6,14.0,92.0,16.0,0.05609836065573773
ALKBH7,ENSG00000125652.3,14.0,91.0,17.0,0.016204918032786866
ALKBH8,ENSG00000137760.10,2.0,68.0,52.0,-0.19651639344262303
ALLC,ENSG00000151360.5,16.0,93.0,13.0,0.044778688524590146
ALMS1,ENSG00000116127.13,10.0,103.0,9.0,0.031360655737704926
ALMS1P,ENSG00000163016.5,10.0,103.0,9.0,0.03015573770491804
ALOX12,ENSG00000108839.7,3.0,57.0,62.0,-0.20119672131147537
ALOX12B,ENSG00000179477.5,4.0,55.0,63.0,-0.1890409836065573
ALOX12P2,ENSG00000262943.2,3.0,57.0,62.0,-0.19796721311475407
ALOX15,ENSG00000161905.8,3.0,57.0,62.0,-0.20151639344262295
ALOX15B,ENSG00000179593.11,4.0,55.0,63.0,-0.1890409836065573
ALOX5,ENSG00000012779.6,13.0,91.0,18.0,0.03679508196721313
ALOX5AP,ENSG00000132965.5,14.0,73.0,35.0,-0.04643442622950821
ALOXE3,ENSG00000179148.5,4.0,55.0,63.0,-0.1879098360655737
ALPI,ENSG00000163295.4,7.0,91.0,24.0,-0.04263934426229509
ALPK1,ENSG00000073331.13,5.0,94.0,23.0,-0.05091803278688525
ALPK2,ENSG00000198796.6,12.0,70.0,40.0,-0.07818852459016395
ALPK3,ENSG00000136383.6,9.0,92.0,21.0,-0.037549180327868865
ALPL,ENSG00000162551.9,3.0,72.0,47.0,-0.16840163934426225
ALPP,ENSG00000163283.6,7.0,91.0,24.0,-0.04067213114754099
ALPPL2,ENSG00000163286.3,7.0,91.0,24.0,-0.04067213114754099
ALS2,ENSG00000003393.10,3.0,96.0,23.0,-0.061532786885245876
ALS2CL,ENSG00000178038.12,6.0,88.0,28.0,-0.06655737704918031
ALS2CR11,ENSG00000155754.10,6.0,94.0,22.0,-0.048811475409836075
ALS2CR12,ENSG00000155749.8,6.0,94.0,22.0,-0.04772131147540984
ALX1,ENSG00000180318.3,10.0,100.0,12.0,0.0478360655737705
ALX3,ENSG00000156150.6,10.0,92.0,20.0,-0.015631147540983617
ALX4,ENSG00000052850.5,15.0,90.0,17.0,0.04245081967213115
ALYREF,ENSG00000183684.6,28.0,75.0,19.0,0.11005737704918031
AMACR,ENSG00000242110.3,27.0,89.0,6.0,0.15918852459016383
AMBN,ENSG00000178522.10,7.0,90.0,25.0,-0.028008196721311475
AMBP,ENSG00000106927.7,4.0,98.0,20.0,-0.041696721311475414
AMBRA1,ENSG00000110497.10,15.0,90.0,17.0,0.023196721311475422
AMD1,ENSG00000123505.10,15.0,80.0,27.0,-0.022352459016393433
AMDHD1,ENSG00000139344.3,6.0,99.0,17.0,-0.020131147540983607
AMDHD2,ENSG00000162066.10,35.0,80.0,7.0,0.21589344262295082
AMER2,ENSG00000165566.11,10.0,78.0,34.0,-0.07369672131147542
AMER3,ENSG00000178171.6,5.0,95.0,22.0,-0.029622950819672127
AMFR,ENSG00000159461.10,5.0,55.0,62.0,-0.20479508196721313
AMH,ENSG00000104899.3,6.0,88.0,28.0,-0.0878524590163935
AMHR2,ENSG00000135409.6,5.0,96.0,21.0,-0.041565573770491804
AMICA1,ENSG00000160593.13,3.0,68.0,51.0,-0.1949262295081966
AMIGO1,ENSG00000181754.6,6.0,92.0,24.0,-0.062327868852458994
AMIGO2,ENSG00000139211.5,10.0,100.0,12.0,0.03612295081967212
AMIGO3,ENSG00000176020.7,3.0,88.0,31.0,-0.10667213114754097
AMMECR1L,ENSG00000144233.5,7.0,93.0,22.0,-0.020704918032786894
AMN,ENSG00000166126.6,6.0,87.0,29.0,-0.05741803278688525
AMN1,ENSG00000151743.6,19.0,89.0,14.0,0.15012295081967206
AMOTL1,ENSG00000166025.13,8.0,73.0,41.0,-0.10678688524590169
AMOTL2,ENSG00000114019.10,20.0,98.0,4.0,0.12772131147540983
AMPD1,ENSG00000116748.15,11.0,89.0,22.0,-0.030008196721311473
AMPD2,ENSG00000116337.11,10.0,88.0,24.0,-0.04279508196721311
AMPD3,ENSG00000133805.11,9.0,86.0,27.0,-0.03905737704918034
AMPH,ENSG00000078053.12,27.0,88.0,7.0,0.14131147540983607
AMT,ENSG00000145020.10,2.0,87.0,33.0,-0.11477868852459013
AMTN,ENSG00000187689.5,8.0,90.0,24.0,-0.017557377049180332
AMY1A,ENSG00000237763.5,8.0,88.0,26.0,-0.02826229508196721
AMY1B,ENSG00000174876.12,8.0,88.0,26.0,-0.02826229508196721
AMY1C,ENSG00000187733.6,8.0,88.0,26.0,-0.02826229508196721
AMY2A,ENSG00000243480.3,8.0,88.0,26.0,-0.02826229508196721
AMY2B,ENSG00000240038.2,8.0,88.0,26.0,-0.02826229508196721
AMZ1,ENSG00000174945.9,20.0,91.0,11.0,0.08466393442622945
AMZ2,ENSG00000196704.7,27.0,76.0,19.0,0.1709180327868852
AMZ2P1,ENSG00000214174.4,33.0,72.0,17.0,0.17297540983606552
ANAPC1,ENSG00000153107.7,10.0,96.0,16.0,0.02052459016393441
ANAPC10,ENSG00000164162.8,7.0,95.0,20.0,-0.01767213114754098
ANAPC11,ENSG00000141552.13,28.0,75.0,19.0,0.11005737704918031
ANAPC13,ENSG00000129055.8,19.0,99.0,4.0,0.12300819672131147
ANAPC15,ENSG00000110200.4,18.0,90.0,14.0,0.12951639344262297
ANAPC16,ENSG00000166295.4,8.0,92.0,22.0,-0.02371311475409835
ANAPC2,ENSG00000176248.7,8.0,92.0,22.0,-0.04911475409836068
ANAPC4,ENSG00000053900.6,1.0,75.0,46.0,-0.19736065573770492
ANAPC5,ENSG00000089053.8,4.0,93.0,25.0,-0.07227049180327871
ANAPC7,ENSG00000196510.8,4.0,97.0,21.0,-0.05460655737704916
ANG,ENSG00000214274.5,9.0,85.0,28.0,-0.005639344262295083
ANGEL1,ENSG00000013523.5,3.0,81.0,38.0,-0.10281147540983601
ANGEL2,ENSG00000174606.8,78.0,43.0,1.0,0.49917213114754094
ANGPT1,ENSG00000154188.5,71.0,50.0,1.0,0.588483606557377
ANGPT2,ENSG00000091879.9,14.0,48.0,60.0,-0.17002459016393442
ANGPT4,ENSG00000101280.6,20.0,93.0,9.0,0.08150819672131153
ANGPTL1,ENSG00000116194.8,77.0,44.0,1.0,0.4594754098360658
ANGPTL2,ENSG00000136859.5,7.0,92.0,23.0,-0.03207377049180328
ANGPTL3,ENSG00000132855.4,9.0,92.0,21.0,-0.04979508196721312
ANGPTL4,ENSG00000167772.7,8.0,95.0,19.0,-0.0027868852459016517
ANGPTL5,ENSG00000187151.3,3.0,71.0,48.0,-0.16142622950819674
ANGPTL6,ENSG00000130812.6,11.0,96.0,15.0,0.0202295081967213
ANGPTL7,ENSG00000171819.4,1.0,73.0,48.0,-0.17564754098360658
ANHX,ENSG00000227059.2,13.0,89.0,20.0,0.011524590163934425
ANK1,ENSG00000029534.15,42.0,55.0,25.0,0.2865000000000002
ANK2,ENSG00000145362.12,4.0,96.0,22.0,-0.03834426229508197
ANK3,ENSG00000151150.15,10.0,93.0,19.0,0.03848360655737705
ANKAR,ENSG00000151687.10,10.0,101.0,11.0,0.04646721311475409
ANKDD1A,ENSG00000166839.12,4.0,98.0,20.0,-0.07190983606557376
ANKDD1B,ENSG00000189045.9,7.0,85.0,30.0,-0.07378688524590164
ANKEF1,ENSG00000132623.10,24.0,90.0,8.0,0.12699180327868856
ANKFN1,ENSG00000153930.6,26.0,77.0,19.0,0.13729508196721305
ANKFY1,ENSG00000185722.12,6.0,57.0,59.0,-0.1580081967213115
ANKH,ENSG00000154122.8,30.0,85.0,7.0,0.16472950819672116
ANKHD1,ENSG00000131503.16,10.0,87.0,25.0,-0.021196721311475413
ANKIB1,ENSG00000001629.5,26.0,87.0,9.0,0.1611885245901639
ANKK1,ENSG00000170209.4,4.0,71.0,47.0,-0.1449180327868853
ANKLE1,ENSG00000160117.10,16.0,95.0,11.0,0.07218032786885245
ANKLE2,ENSG00000176915.10,15.0,85.0,22.0,0.011196721311475408
ANKMY1,ENSG00000144504.11,5.0,95.0,22.0,-0.04012295081967212
ANKMY2,ENSG00000106524.4,23.0,93.0,6.0,0.14416393442622955
ANKRA2,ENSG00000164331.5,7.0,88.0,27.0,-0.053106557377049175
ANKRD1,ENSG00000148677.6,6.0,96.0,20.0,-0.015163934426229507
ANKRD10,ENSG00000088448.10,20.0,67.0,35.0,0.06686885245901643
ANKRD11,ENSG00000167522.10,7.0,49.0,66.0,-0.22863114754098357
ANKRD12,ENSG00000101745.10,12.0,84.0,26.0,-0.011795081967213114
ANKRD13A,ENSG00000076513.12,3.0,99.0,20.0,-0.0558606557377049
ANKRD13B,ENSG00000198720.8,18.0,72.0,32.0,0.05349180327868853
ANKRD13C,ENSG00000118454.8,8.0,92.0,22.0,-0.03234426229508198
ANKRD13D,ENSG00000172932.10,19.0,93.0,10.0,0.12529508196721312
ANKRD16,ENSG00000134461.11,31.0,82.0,9.0,0.2496475409836066
ANKRD17,ENSG00000132466.13,14.0,92.0,16.0,0.07416393442622948
ANKRD18A,ENSG00000180071.13,5.0,89.0,28.0,-0.050122950819672135
ANKRD18B,ENSG00000230453.5,4.0,87.0,31.0,-0.06483606557377049
ANKRD18DP,ENSG00000226435.6,20.0,86.0,16.0,0.07500000000000001
ANKRD19P,ENSG00000187984.8,6.0,93.0,23.0,-0.05229508196721313
ANKRD2,ENSG00000165887.7,3.0,100.0,19.0,-0.04137704918032786
ANKRD20A1,ENSG00000196774.3,10.0,78.0,34.0,-0.03678688524590168
ANKRD20A11P,ENSG00000215559.4,12.0,65.0,45.0,-0.03525409836065573
ANKRD20A12P,ENSG00000242676.2,79.0,40.0,3.0,0.5765245901639344
ANKRD20A19P,ENSG00000196593.5,9.0,79.0,34.0,-0.043516393442622946
ANKRD20A2,ENSG00000183148.5,10.0,78.0,34.0,-0.03678688524590168
ANKRD20A3,ENSG00000132498.6,10.0,78.0,34.0,-0.03678688524590168
ANKRD20A4,ENSG00000172014.11,10.0,78.0,34.0,-0.03678688524590168
ANKRD20A5P,ENSG00000186481.11,12.0,83.0,27.0,0.006418032786885257
ANKRD20A8P,ENSG00000229089.2,16.0,91.0,15.0,0.057442622950819665
ANKRD22,ENSG00000152766.5,7.0,98.0,17.0,0.021155737704918028
ANKRD23,ENSG00000163126.10,14.0,96.0,12.0,0.04905737704918029
ANKRD24,ENSG00000089847.8,4.0,93.0,25.0,-0.08502459016393447
ANKRD26,ENSG00000107890.12,16.0,89.0,17.0,0.05341803278688526
ANKRD26P1,ENSG00000261239.2,28.0,49.0,45.0,0.036688524590163925
ANKRD27,ENSG00000105186.9,15.0,95.0,12.0,0.0681147540983607
ANKRD28,ENSG00000206560.6,15.0,95.0,12.0,0.06631967213114756
ANKRD29,ENSG00000154065.11,11.0,81.0,30.0,-0.040688524590163935
ANKRD30A,ENSG00000148513.13,23.0,82.0,17.0,0.09696721311475413
ANKRD30B,ENSG00000180777.9,14.0,63.0,45.0,-0.059450819672131124
ANKRD30BL,ENSG00000163046.11,8.0,94.0,20.0,-0.0037950819672131074
ANKRD30BP2,ENSG00000224309.3,12.0,65.0,45.0,-0.03525409836065573
ANKRD31,ENSG00000145700.4,7.0,86.0,29.0,-0.07106557377049182
ANKRD32,ENSG00000133302.8,9.0,88.0,25.0,-0.00999180327868854
ANKRD33,ENSG00000167612.8,6.0,99.0,17.0,-0.013254098360655761
ANKRD33B,ENSG00000164236.7,28.0,89.0,5.0,0.16480327868852446
ANKRD34A,ENSG00000181039.7,79.0,40.0,3.0,0.5765245901639344
